Title
Overview
Machine learning tasks
History and relationships to other fields
Relation to data mining
Relation to optimization
Relation to statistics
"<span id=""Generalization""></span>", Theory
Approaches
Types of learning algorithms
Supervised learning
Unsupervised learning
Reinforcement learning
Self learning
Feature learning
Sparse dictionary learning
Anomaly detection
Association rules
Models
Artificial neural networks
Decision trees
Support vector machines
Regression analysis
Bayesian networks
Genetic algorithms
Training models
Federated learning
Applications
Limitations
Bias
Model assessments
Ethics
Software
Free and open-source software,"<span id=""Open-source_software""></span>"
Proprietary software with free and open-source editions
Proprietary software
Journals
Conferences
See also
References
Further reading
External links
